Player,Nation,Pos,Age,MP,Starts,Min,Gls,Ast,PK,CrdY,CrdR,xG,xAG,Team,Comp
Saba Goglichidze,ge GEO,DF,20,24,21,1856,0,0,0,0,1,0.1,0.1,Empoli,it Serie A
Edoardo Goldaniga,it ITA,DF,31,22,18,1632,0,0,0,9,1,0.7,0.1,Como,it Serie A
Pierluigi Gollini,it ITA,GK,29,7,7,630,0,0,0,1,0,0.0,0.0,Genoa,it Serie A
Aleksandr Golovin,ru RUS,"MF,FW",28,17,13,1136,3,0,3,1,0,2.3,2.4,Monaco,fr Ligue 1
André Gomes,pt POR,MF,31,13,9,690,0,0,0,3,0,0.3,0.4,Lille,fr Ligue 1
Angel Gomes,eng ENG,MF,24,14,10,736,1,1,1,1,0,1.7,2.1,Lille,fr Ligue 1
João Gomes,br BRA,MF,24,25,25,2069,3,1,3,9,1,2.2,1.0,Wolves,eng Premier League
Rodrigo Gomes,pt POR,"DF,FW",21,17,6,569,1,0,1,0,0,0.4,0.7,Wolves,eng Premier League
Toti Gomes,pt POR,DF,26,20,19,1624,0,1,0,4,0,0.1,0.7,Wolves,eng Premier League
Carlos Gómez,co COL,"MF,FW",22,13,2,319,1,0,1,0,0,0.2,0.2,Rennes,fr Ligue 1
Dani Gómez,es ESP,FW,26,14,5,532,2,0,2,0,0,2.7,0.0,Valencia,es La Liga
Diego Gómez,py PAR,MF,21,5,1,158,0,0,0,0,0,0.0,0.4,Brighton,eng Premier League
Joe Gomez,eng ENG,DF,27,9,6,519,0,0,0,1,0,0.3,0.1,Liverpool,eng Premier League
Moi Gómez,es ESP,"MF,FW",30,20,5,664,0,0,0,1,0,0.3,0.7,Osasuna,es La Liga
Sergi Gómez,es ESP,DF,32,11,6,652,0,0,0,1,0,0.3,0.0,Espanyol,es La Liga
Sergio Gómez,es ESP,"MF,DF",24,25,22,1921,0,4,0,2,0,0.6,6.5,Real Sociedad,es La Liga
Unai Gómez,es ESP,"MF,FW",21,21,7,739,1,2,1,1,0,1.0,0.8,Athletic Club,es La Liga
Fabio González,es ESP,MF,28,2,0,53,0,0,0,0,0,0.1,0.0,Las Palmas,es La Liga
Nicolás González,es ESP,MF,23,3,3,239,0,0,0,0,0,0.1,0.1,Manchester City,eng Premier League
Urko González,es ESP,MF,23,4,3,245,0,0,0,1,0,0.0,0.0,Espanyol,es La Liga
Anthony Gordon,eng ENG,FW,24,26,25,2108,6,5,5,2,0,7.8,4.9,Newcastle Utd,eng Premier League
Leon Goretzka,de GER,"MF,DF",30,18,8,887,4,1,4,2,0,2.3,1.4,Bayern Munich,de Bundesliga
Mathieu Gorgelin,fr FRA,GK,34,7,7,630,0,0,0,0,0,0.0,0.0,Le Havre,fr Ligue 1
Andoni Gorosabel,es ESP,DF,28,12,10,827,0,1,0,2,0,0.3,1.1,Athletic Club,es La Liga
Robin Gosens,de GER,DF,30,24,22,1938,3,4,3,5,0,1.4,1.9,Fiorentina,it Serie A
Mario Götze,de GER,"MF,FW",32,19,15,1240,2,2,2,1,0,1.4,1.9,Eint Frankfurt,de Bundesliga
Amine Gouiri,dz ALG,"FW,MF",25,5,4,367,3,3,3,0,0,3.1,2.4,Marseille,fr Ligue 1
Lucas Gourna-Douath,fr FRA,MF,21,2,2,137,0,0,0,2,0,0.1,0.0,Roma,it Serie A
Jeffrey Gouweleeuw,nl NED,DF,33,23,23,2044,0,3,0,7,0,1.3,1.6,Augsburg,de Bundesliga
Kamil Grabara,pl POL,GK,26,20,20,1775,0,0,0,2,0,0.0,0.0,Wolfsburg,de Bundesliga
Jonathan Gradit,fr FRA,DF,32,17,16,1395,0,0,0,4,0,0.6,0.5,Lens,fr Ligue 1
José Gragera,es ESP,MF,24,10,7,569,0,0,0,0,0,0.0,0.0,Espanyol,es La Liga
Samuel Grandsir,fr FRA,"MF,FW",28,6,0,84,0,0,0,0,0,0.0,0.6,Le Havre,fr Ligue 1
Alberto Grassi,it ITA,MF,30,18,17,1337,1,0,1,6,0,0.6,0.2,Empoli,it Serie A
Ryan Gravenberch,nl NED,MF,22,28,28,2391,0,2,0,5,0,0.9,2.7,Liverpool,eng Premier League
Archie Gray,eng ENG,DF,18,20,12,1155,0,0,0,0,0,0.0,0.0,Tottenham,eng Premier League
Jack Grealish,eng ENG,"FW,MF",29,16,6,609,0,1,0,3,0,0.8,1.7,Manchester City,eng Premier League
Jacob Greaves,eng ENG,DF,24,17,17,1530,1,0,1,3,0,0.7,0.0,Ipswich Town,eng Premier League
Mason Greenwood,eng ENG,"FW,MF",23,24,24,2028,15,3,10,1,0,11.8,4.1,Marseille,fr Ligue 1
Michael Gregoritsch,at AUT,FW,30,14,4,422,1,1,1,2,0,1.2,0.2,Freiburg,de Bundesliga
Dominik Greif,sk SVK,GK,27,21,21,1890,0,0,0,1,0,0.0,0.0,Mallorca,es La Liga
Antoine Griezmann,fr FRA,"FW,MF",33,26,22,1866,8,5,7,2,0,6.1,5.3,Atlético Madrid,es La Liga
Vincenzo Grifo,it ITA,"FW,MF",31,24,22,1684,8,7,8,2,0,6.4,4.3,Freiburg,de Bundesliga
Florian Grillitsch,at AUT,MF,29,4,2,190,0,0,0,0,0,0.1,0.6,Valladolid,es La Liga
Álex Grimaldo,es ESP,DF,29,22,22,1911,2,5,2,5,1,2.2,6.2,Leverkusen,de Bundesliga
Pascal Groß,de GER,"MF,DF",33,22,20,1641,0,6,0,4,1,1.3,3.9,Dortmund,de Bundesliga
Brajan Gruda,de GER,"FW,MF",20,12,5,379,0,1,0,0,0,0.3,0.6,Brighton,eng Premier League
Marco Grüll,at AUT,"FW,MF",26,21,12,1013,5,1,5,1,0,3.3,1.6,Werder Bremen,de Bundesliga
Albert Grønbaek,dk DEN,MF,23,2,1,72,0,0,0,0,0,0.1,0.0,Southampton,eng Premier League
Vicente Guaita,es ESP,GK,38,22,22,1980,0,0,0,0,0,0.0,0.0,Celta Vigo,es La Liga
Sergi Guardiola,es ESP,FW,33,10,0,253,0,0,0,0,0,2.4,0.1,Rayo Vallecano,es La Liga
Nemanja Gudelj,rs SRB,"DF,MF",33,22,21,1868,0,1,0,4,0,0.4,0.6,Sevilla,es La Liga
Gabriel Gudmundsson,se SWE,DF,25,23,17,1494,2,0,2,3,0,0.6,1.0,Lille,fr Ligue 1
Gonçalo Guedes,pt POR,"MF,FW",28,22,7,740,2,4,2,1,0,2.2,1.1,Wolves,eng Premier League
Axel Gueguin,fr FRA,FW,19,1,0,23,0,0,0,0,0,0.0,0.0,Montpellier,fr Ligue 1
Marc Guéhi,eng ENG,DF,24,26,26,2340,3,2,3,6,0,1.6,1.1,Crystal Palace,eng Premier League
Mattéo Guendouzi,fr FRA,MF,25,27,27,2383,1,3,1,4,0,0.9,2.8,Lazio,it Serie A
Javier Guerra,es ESP,MF,22,25,20,1681,1,3,1,2,0,1.3,2.8,Valencia,es La Liga
Raphaël Guerreiro,pt POR,DF,31,16,14,1155,1,2,1,0,0,0.9,2.5,Bayern Munich,de Bundesliga
Evann Guessand,ci CIV,"FW,MF",23,24,24,2042,10,7,10,2,0,7.7,4.5,Nice,fr Ligue 1
Ander Guevara,es ESP,MF,27,24,15,1424,0,1,0,1,0,0.4,0.5,Alavés,es La Liga
Pape Gueye,sn SEN,"MF,FW",26,23,19,1607,2,0,2,5,1,2.3,0.8,Villarreal,es La Liga
Morgan Guilavogui,gn GUI,"FW,MF",26,18,16,1308,5,1,5,5,0,5.8,1.7,St. Pauli,de Bundesliga
Frederic Guilbert,fr FRA,DF,30,22,22,1761,0,0,0,2,2,0.2,1.3,Lecce,it Serie A
Luis Guilherme,br BRA,"MF,FW",19,7,0,57,0,0,0,0,0,0.0,0.0,West Ham,eng Premier League
Hugo Guillamón,es ESP,MF,25,11,4,363,0,0,0,2,0,0.1,0.0,Valencia,es La Liga
Bruno Guimarães,br BRA,MF,27,27,27,2336,2,6,2,4,0,2.3,5.1,Newcastle Utd,eng Premier League
Carlos Guirao,es ESP,MF,21,2,2,110,0,0,0,0,0,0.0,0.0,Betis,es La Liga
Bahereba Guirassy,fr FRA,"FW,MF",18,14,2,309,2,0,2,0,0,0.6,0.1,Nantes,fr Ligue 1
Serhou Guirassy,gn GUI,FW,28,21,21,1863,14,1,12,2,0,14.1,2.7,Dortmund,de Bundesliga
Marc Guiu,es ESP,FW,19,3,0,73,0,0,0,0,0,0.0,0.0,Chelsea,eng Premier League
Péter Gulácsi,hu HUN,GK,34,23,23,2025,0,0,0,0,0,0.0,0.0,RB Leipzig,de Bundesliga
Arda Güler,tr TUR,"MF,FW",20,17,6,640,1,3,1,1,0,1.9,1.7,Real Madrid,es La Liga
Gerard Gumbau,es ESP,MF,30,14,4,542,0,1,0,3,0,0.6,1.2,Rayo Vallecano,es La Liga
Robert Gumny,pl POL,DF,26,4,1,147,0,0,0,2,0,0.2,0.4,Augsburg,de Bundesliga
İlkay Gündoğan,de GER,MF,34,24,16,1445,0,2,0,1,0,1.6,2.0,Manchester City,eng Premier League
Christian Günter,de GER,DF,32,23,23,1961,2,1,2,0,0,0.7,1.5,Freiburg,de Bundesliga
Jon Guridi,es ESP,"MF,FW",30,23,18,1435,2,0,1,4,0,1.9,0.6,Alavés,es La Liga
Gorka Guruzeta,es ESP,FW,28,25,13,1243,6,2,6,2,0,4.3,0.8,Athletic Club,es La Liga
Malo Gusto,fr FRA,DF,21,23,17,1546,0,1,0,3,0,1.6,1.0,Chelsea,eng Premier League
Miguel Gutiérrez,es ESP,"DF,MF",23,23,23,1942,1,4,1,2,0,1.4,3.6,Girona,es La Liga
Albert Guðmundsson,is ISL,"MF,FW",27,15,9,686,4,0,2,1,0,3.2,0.9,Fiorentina,it Serie A
Joško Gvardiol,hr CRO,DF,23,26,25,2288,5,0,5,1,0,4.2,1.7,Manchester City,eng Premier League
Emmanuel Gyasi,gh GHA,"DF,FW",31,27,27,2353,2,1,2,4,0,3.2,0.5,Empoli,it Serie A
Christian Gytkjær,dk DEN,FW,34,19,2,308,1,0,1,0,0,0.7,0.1,Venezia,it Serie A
Erling Haaland,no NOR,FW,24,26,26,2300,20,3,19,2,0,19.7,2.7,Manchester City,eng Premier League
Nicolas Haas,ch SUI,MF,29,10,2,287,0,0,0,1,0,0.0,0.1,Empoli,it Serie A
Janik Haberer,de GER,"MF,DF",30,18,11,910,0,0,0,0,0,0.4,0.1,Union Berlin,de Bundesliga
Robin Hack,de GER,FW,26,24,19,1516,4,4,4,4,0,3.9,1.7,Gladbach,de Bundesliga
Saad El Haddad,ma MAR,MF,19,3,0,30,0,0,0,0,0,0.0,0.0,Venezia,it Serie A
Munir El Haddadi,ma MAR,"FW,MF",29,15,6,512,2,0,2,1,1,0.6,0.6,Leganés,es La Liga
Amadou Haidara,ml MLI,MF,27,20,14,1060,0,1,0,6,0,1.1,0.8,RB Leipzig,de Bundesliga
Massadio Haïdara,ml MLI,DF,32,13,12,966,0,0,0,3,1,0.2,0.2,Brest,fr Ligue 1
Antoine Hainaut,fr FRA,"DF,MF",23,19,7,820,1,0,1,3,0,0.6,0.4,Parma,it Serie A
Mohamed Haj,tn TUN,MF,19,13,3,389,1,2,1,3,0,0.6,1.1,Parma,it Serie A
Achraf Hakimi,ma MAR,DF,26,19,19,1629,4,5,4,3,0,2.6,5.3,Paris S-G,fr Ligue 1
Lewis Hall,eng ENG,DF,20,27,24,2189,0,4,0,3,0,0.4,4.3,Newcastle Utd,eng Premier League
Sébastien Haller,ci CIV,FW,30,8,5,404,0,0,0,0,0,0.4,0.2,Leganés,es La Liga
Ali Al Hamadi,iq IRQ,FW,23,11,0,134,0,0,0,3,0,0.4,0.1,Ipswich Town,eng Premier League
Andreas Hanche-Olsen,no NOR,DF,28,14,6,684,0,1,0,3,1,0.3,0.3,Mainz 05,de Bundesliga
Florent Hanin,dz ALG,DF,35,23,21,1826,1,2,1,1,0,0.8,1.6,Angers,fr Ligue 1
Ridgeciano Haps,sr SUR,DF,31,15,11,1013,0,0,0,3,0,1.1,0.4,Venezia,it Serie A
Amine Harit,ma MAR,MF,27,9,8,472,2,3,2,0,1,0.7,1.3,Marseille,fr Ligue 1
Marcus Harness,eng ENG,MF,29,2,0,45,0,0,0,0,0,0.0,0.0,Ipswich Town,eng Premier League
Phil Harres,de GER,FW,22,17,16,1303,7,1,7,1,0,3.9,1.1,Holstein Kiel,de Bundesliga
Jack Harrison,eng ENG,FW,28,23,15,1336,0,0,0,0,0,2.9,2.4,Everton,eng Premier League
Abdou Harroui,nl NED,"MF,FW",27,10,5,463,1,2,1,1,0,2.2,0.4,Hellas Verona,it Serie A
Taylor Harwood-Bellis,eng ENG,DF,23,24,22,1940,1,0,1,7,0,1.6,0.8,Southampton,eng Premier League
Hans Hateboer,nl NED,DF,31,23,16,1499,0,0,0,3,0,0.4,1.5,Rennes,fr Ligue 1
Kjetil Haug,no NOR,GK,26,5,4,408,0,0,0,0,0,0.0,0.0,Toulouse,fr Ligue 1
Kai Havertz,de GER,"FW,MF",25,21,21,1839,9,3,9,4,0,9.4,2.4,Arsenal,eng Premier League
Jan Paul van Hecke,nl NED,DF,24,25,24,2150,0,1,0,5,0,1.1,1.5,Brighton,eng Premier League
Hwang Hee-chan,kr KOR,"MF,FW",29,17,5,620,2,0,2,0,0,0.8,0.1,Wolves,eng Premier League
Dean Henderson,eng ENG,GK,27,27,27,2430,0,0,0,3,0,0.0,0.0,Crystal Palace,eng Premier League
Liam Henderson,sct SCO,MF,28,26,18,1638,0,2,0,8,0,0.4,2.9,Empoli,it Serie A
Ramon Hendriks,nl NED,DF,23,17,6,696,0,0,0,2,0,0.2,0.3,Stuttgart,de Bundesliga
Paul Hennrich,de GER,MF,20,1,0,12,0,0,0,0,0,0.0,0.0,Hoffenheim,de Bundesliga
Benjamin Henrichs,de GER,DF,28,15,10,935,0,2,0,3,0,0.5,1.4,RB Leipzig,de Bundesliga
Luis Henrique,br BRA,"DF,FW",23,24,22,1915,7,4,7,0,0,2.9,3.6,Marseille,fr Ligue 1
Rico Henry,eng ENG,DF,27,1,0,4,0,0,0,0,0,0.0,0.0,Brentford,eng Premier League
Mads Hermansen,dk DEN,GK,24,20,20,1755,0,0,0,0,0,0.0,0.0,Leicester City,eng Premier League
Mario Hermoso,es ESP,DF,29,8,2,251,0,0,0,2,1,0.1,0.0,Roma,it Serie A
Javi Hernández,es ESP,DF,26,20,16,1408,0,1,0,3,0,0.3,1.2,Leganés,es La Liga
Aridane Hernández,es ESP,DF,35,5,2,260,0,0,0,0,0,0.4,0.0,Rayo Vallecano,es La Liga
Lucas Hernández,fr FRA,DF,29,9,4,398,0,0,0,1,0,0.0,0.0,Paris S-G,fr Ligue 1
Theo Hernández,fr FRA,DF,27,24,21,1939,3,2,3,3,1,2.1,2.5,Milan,it Serie A
Hernani,br BRA,MF,30,16,12,976,3,1,0,4,0,2.7,0.8,Parma,it Serie A
Jorge Herrando,es ESP,DF,24,11,8,736,0,0,0,3,0,0.4,0.0,Osasuna,es La Liga
Ander Herrera,es ESP,MF,35,8,2,273,0,0,0,2,0,1.7,0.1,Athletic Club,es La Liga
Sergio Herrera,es ESP,GK,31,26,26,2340,0,0,0,4,0,0.0,0.0,Osasuna,es La Liga
Yangel Herrera,ve VEN,MF,27,18,16,1330,4,3,4,7,1,2.2,1.3,Girona,es La Liga
Juan Herzog,es ESP,DF,21,11,7,626,0,0,0,0,0,0.3,0.0,Las Palmas,es La Liga
Son Heung-min,kr KOR,FW,32,24,21,1768,6,9,6,1,0,5.7,7.9,Tottenham,eng Premier League
Isak Hien,se SWE,DF,26,21,18,1517,0,0,0,6,0,0.6,0.1,Atalanta,it Serie A
Omar El Hilali,ma MAR,DF,21,24,24,2108,0,2,0,9,0,0.0,0.7,Espanyol,es La Liga
James Hill,eng ENG,DF,23,7,5,322,0,1,0,0,0,0.2,0.2,Bournemouth,eng Premier League
Piero Hincapié,ec ECU,DF,23,23,20,1936,1,1,1,5,0,2.3,2.2,Leverkusen,de Bundesliga
Jack Hinshelwood,eng ENG,"MF,DF",19,15,13,1075,2,0,2,3,0,0.9,0.3,Brighton,eng Premier League
George Hirst,eng ENG,FW,26,15,1,253,1,1,1,1,0,1.1,0.3,Ipswich Town,eng Premier League
Adam Hložek,cz CZE,"FW,MF",22,20,18,1489,6,2,6,2,0,4.7,3.0,Hoffenheim,de Bundesliga
Ki-Jana Hoever,nl NED,DF,23,21,18,1459,0,1,0,3,1,0.2,1.3,Auxerre,fr Ligue 1
Nicolas Höfler,de GER,MF,34,16,7,763,0,0,0,3,0,0.2,0.1,Freiburg,de Bundesliga
Jonas Hofmann,de GER,"MF,DF",32,6,3,241,1,0,1,0,0,0.5,0.2,Leverkusen,de Bundesliga
Philipp Hofmann,de GER,FW,31,24,19,1697,2,3,2,4,0,3.8,2.9,Bochum,de Bundesliga
Lucas Höler,de GER,"FW,MF",30,22,13,1190,2,4,2,1,0,4.5,1.7,Freiburg,de Bundesliga
Mason Holgate,eng ENG,"FW,DF",28,1,0,6,0,0,0,0,0,0.0,0.0,Everton,eng Premier League
Benedict Hollerbach,de GER,"FW,MF",23,24,23,1850,6,1,6,2,0,5.1,1.3,Union Berlin,de Bundesliga
Emil Holm,se SWE,DF,24,15,9,864,1,1,1,3,0,0.5,0.4,Bologna,it Serie A
Lewis Holtby,de GER,MF,34,19,12,1067,0,1,0,1,1,0.5,1.4,Holstein Kiel,de Bundesliga
Gerrit Holtmann,ph PHI,"DF,FW",29,15,9,809,0,1,0,2,0,1.7,2.2,Bochum,de Bundesliga
Franck Honorat,fr FRA,FW,28,12,12,984,2,4,2,0,0,3.3,3.7,Gladbach,de Bundesliga
Mathias Honsak,at AUT,"FW,MF",28,17,10,980,4,1,4,1,0,3.2,1.5,Heidenheim,de Bundesliga
Dinko Horkaš,hr CRO,GK,25,3,2,211,0,0,0,1,0,0.0,0.0,Las Palmas,es La Liga
Timo Horn,de GER,GK,31,3,3,270,0,0,0,0,0,0.0,0.0,Bochum,de Bundesliga
Cédric Hountondji,bj BEN,DF,31,3,3,270,0,0,0,0,0,0.0,0.0,Angers,fr Ligue 1
Ilyes Housni,fr FRA,"FW,MF",19,9,3,225,0,0,0,0,0,0.2,0.2,Le Havre,fr Ligue 1
Lukáš Hrádecký,fi FIN,GK,35,21,21,1890,0,0,0,0,0,0.0,0.0,Leverkusen,de Bundesliga
Robin Hranáč,cz CZE,DF,25,4,2,219,0,0,0,0,0,0.0,0.0,Hoffenheim,de Bundesliga
Callum Hudson-Odoi,eng ENG,"FW,MF",24,23,20,1728,4,2,4,1,0,2.1,2.1,Nott'ham Forest,eng Premier League
Will Hughes,eng ENG,MF,29,24,19,1641,0,3,0,10,0,0.9,2.5,Crystal Palace,eng Premier League
Dean Huijsen,es ESP,DF,19,21,16,1514,2,0,2,5,0,1.5,0.8,Bournemouth,eng Premier League
Mats Hummels,de GER,DF,36,10,8,689,0,0,0,1,0,0.5,0.0,Roma,it Serie A
Omari Hutchinson,eng ENG,"MF,FW",21,25,25,2109,3,2,3,5,0,2.2,2.5,Ipswich Town,eng Premier League
Elseid Hysaj,al ALB,DF,31,6,2,204,0,2,0,0,0,0.0,0.9,Lazio,it Serie A
Hong Hyunseok,kr KOR,MF,25,16,4,439,0,1,0,0,0,0.5,0.6,Mainz 05,de Bundesliga
Pierre Højbjerg,dk DEN,MF,29,23,23,2065,2,3,2,5,0,2.9,2.9,Marseille,fr Ligue 1
Oscar Højlund,dk DEN,MF,20,13,4,401,1,0,1,0,0,0.9,0.6,Eint Frankfurt,de Bundesliga
Rasmus Højlund,dk DEN,FW,22,22,16,1335,2,0,2,2,0,2.5,1.1,Manchester Utd,eng Premier League
Pablo Ibáñez,es ESP,MF,26,17,6,693,0,1,0,2,0,1.3,1.5,Osasuna,es La Liga
Hafiz Ibrahim,ng NGA,FW,19,1,0,16,0,0,0,2,1,0.0,0.0,Reims,fr Ligue 1
Arijon Ibrahimović,de GER,FW,19,1,0,1,0,0,0,0,0,0.0,0.0,Bayern Munich,de Bundesliga
Stanis Idumbo,be BEL,"FW,MF",19,9,3,248,1,1,1,0,0,0.6,0.7,Sevilla,es La Liga
Jay Idzes,id IDN,DF,24,25,25,2227,1,0,1,3,0,1.0,0.3,Venezia,it Serie A
Iglesias,es ESP,DF,26,26,22,2057,0,1,0,3,0,0.5,1.5,Getafe,es La Liga
Borja Iglesias,es ESP,FW,32,26,16,1350,5,0,5,2,0,5.1,1.1,Celta Vigo,es La Liga
Igor,br BRA,DF,27,12,9,903,0,0,0,4,0,0.0,0.2,Brighton,eng Premier League
Kelechi Iheanacho,ng NGA,FW,28,9,5,400,0,0,0,0,0,1.5,0.3,Sevilla,es La Liga
Jonathan Ikone,fr FRA,"FW,MF",26,4,0,76,0,0,0,0,0,0.1,0.0,Como,it Serie A
George Ilenikhena,fr FRA,FW,18,20,5,637,3,2,3,0,0,4.8,1.3,Monaco,fr Ligue 1
Andrej Ilic,rs SRB,FW,24,6,2,296,2,0,1,0,0,1.9,0.1,Union Berlin,de Bundesliga
Ivan Ilić,rs SRB,MF,23,12,8,716,1,0,1,3,0,0.9,0.6,Torino,it Serie A
Rareş Ilie,ro ROU,MF,21,2,0,13,0,0,0,0,0,0.0,0.4,Nice,fr Ligue 1
Samuel Iling-Junior,eng ENG,"FW,MF",21,7,0,118,1,0,1,0,0,0.1,0.1,Bologna,it Serie A
Danny Ings,eng ENG,"FW,MF",32,14,1,277,1,2,1,0,0,2.3,1.3,West Ham,eng Premier League
Alessio Iovine,it ITA,"DF,FW",34,9,3,377,0,0,0,2,0,0.0,0.2,Como,it Serie A
Tim Iroegbunam,eng ENG,MF,21,11,4,437,0,1,0,2,0,0.2,0.2,Everton,eng Premier League
Jackson Irvine,au AUS,MF,32,24,24,2160,0,5,0,2,0,2.3,2.7,St. Pauli,de Bundesliga
Andy Irving,sct SCO,MF,24,10,1,166,0,0,0,2,0,0.1,0.2,West Ham,eng Premier League
Alexander Isak,se SWE,FW,25,24,24,1974,19,5,17,1,0,15.1,3.8,Newcastle Utd,eng Premier League
Gustav Isaksen,dk DEN,FW,23,27,21,1615,3,2,3,4,0,3.0,1.2,Lazio,it Serie A
Isco,es ESP,MF,32,11,9,807,5,2,2,4,0,4.2,2.1,Betis,es La Liga
Ismaily,br BRA,DF,35,7,4,340,0,0,0,3,0,0.1,0.1,Lille,fr Ligue 1
Ardian Ismajli,al ALB,DF,28,23,23,1968,0,0,0,1,0,0.1,0.0,Empoli,it Serie A
Yanis Issoufou,fr FRA,"MF,FW",18,4,1,77,0,0,0,0,0,0.1,0.0,Montpellier,fr Ligue 1
Ko Itakura,jp JPN,DF,28,23,23,2070,1,0,1,5,0,0.8,0.8,Gladbach,de Bundesliga
Hiroki Ito,jp JPN,DF,25,3,2,133,1,0,1,1,0,0.4,0.2,Bayern Munich,de Bundesliga
Junya Ito,jp JPN,FW,31,24,24,2080,4,3,4,0,0,3.7,5.9,Reims,fr Ligue 1
Marko Ivezić,rs SRB,DF,23,17,13,1290,0,0,0,2,0,0.5,0.2,Holstein Kiel,de Bundesliga
Alex Iwobi,ng NGA,"FW,MF",28,27,26,2208,7,3,7,1,0,3.6,5.1,Fulham,eng Premier League
Armando Izzo,it ITA,DF,33,24,23,2019,0,1,0,10,0,0.3,0.8,Monza,it Serie A
Fellipe Jack,br BRA,DF,19,6,0,126,0,0,0,1,0,0.0,0.1,Como,it Serie A
Nicolas Jackson,sn SEN,FW,23,23,22,1736,9,5,9,5,0,11.4,4.0,Chelsea,eng Premier League
Jérémy Jacquet,fr FRA,DF,19,4,4,327,0,0,0,0,0,0.4,0.0,Rennes,fr Ligue 1
Lee Jae-sung,kr KOR,MF,32,24,22,1934,6,5,6,4,0,3.7,4.4,Mainz 05,de Bundesliga
Ivan Jaime Pajuelo,es ESP,MF,24,4,2,175,0,0,0,0,0,0.1,0.3,Valencia,es La Liga
Kristijan Jakić,hr CRO,MF,27,21,20,1640,0,1,0,1,0,0.6,0.6,Augsburg,de Bundesliga
Karl Jakob Hein,ee EST,GK,22,26,26,2340,0,0,0,0,0,0.0,0.0,Valladolid,es La Liga
Ismail Jakobs,sn SEN,DF,25,2,2,180,0,0,0,0,0,0.0,0.2,Monaco,fr Ligue 1
Jordan James,wls WAL,MF,20,15,11,904,0,1,0,4,0,0.7,1.6,Rennes,fr Ligue 1
Reece James,eng ENG,"DF,MF",25,10,7,600,1,0,1,1,0,0.2,0.3,Chelsea,eng Premier League
Vitaly Janelt,de GER,MF,26,26,23,1954,1,3,1,3,0,0.7,2.2,Brentford,eng Premier League
Adnan Januzaj,be BEL,"MF,FW",30,8,3,315,2,1,2,3,0,0.5,0.7,Las Palmas,es La Liga
Vitezslav Jaros,cz CZE,GK,23,1,0,12,0,0,0,0,0,0.0,0.0,Liverpool,eng Premier League
Ali Jasim,iq IRQ,"FW,DF",21,2,0,10,0,0,0,0,0,0.0,0.0,Como,it Serie A
Mikel Jauregizar,es ESP,MF,21,23,17,1453,2,1,2,4,1,0.7,1.3,Athletic Club,es La Liga
Dominik Javorček,sk SVK,"DF,MF",22,12,4,384,0,2,0,2,0,0.0,0.7,Holstein Kiel,de Bundesliga
Gaby Jean,fr FRA,DF,25,16,13,1198,0,0,0,0,0,0.1,0.1,Lecce,it Serie A
Daniel Jebbison,eng ENG,FW,21,8,0,64,0,0,0,1,0,0.2,0.2,Bournemouth,eng Premier League
Finn Jeltsch,de GER,DF,18,3,2,183,0,0,0,1,0,0.0,0.0,Stuttgart,de Bundesliga
Malcolm Jeng,se SWE,DF,19,1,1,45,0,0,0,0,0,0.0,0.0,Reims,fr Ligue 1
Fredrik Jensen,fi FIN,MF,27,12,4,369,0,0,0,0,0,0.5,0.5,Augsburg,de Bundesliga
Mathias Jensen,dk DEN,MF,29,15,8,720,0,1,0,1,0,0.2,1.5,Brentford,eng Premier League
Moritz Jenz,de GER,DF,25,14,13,1150,0,0,0,3,0,0.7,0.3,Mainz 05,de Bundesliga
Gabriel Jesus,br BRA,FW,27,17,6,608,3,0,3,4,0,3.0,0.7,Arsenal,eng Premier League
Juan Jesus,br BRA,DF,33,10,10,888,0,1,0,2,0,0.2,0.0,Napoli,it Serie A
Alejandro Jiménez,es ESP,"DF,FW",19,12,7,721,0,0,0,3,0,0.5,0.8,Milan,it Serie A
Raúl Jiménez,mx MEX,FW,33,27,21,1706,9,3,6,3,0,9.7,2.7,Fulham,eng Premier League
Kim Jisoo,kr KOR,DF,20,2,0,29,0,0,0,0,0,0.0,0.0,Brentford,eng Premier League
João Pedro,br BRA,"FW,MF",23,21,18,1519,7,6,5,3,0,5.7,3.6,Brighton,eng Premier League
John Joe,ie IRL,"MF,FW",21,4,0,48,0,0,0,1,0,0.1,0.0,Getafe,es La Liga
Joelinton,br BRA,"MF,FW",28,23,23,1914,4,1,4,9,0,3.7,1.6,Newcastle Utd,eng Premier League
Jofre,es ESP,"MF,FW",23,24,19,1554,2,3,2,5,0,2.3,1.7,Espanyol,es La Liga
Þórir Jóhann Helgason,is ISL,MF,24,10,6,541,0,1,0,0,0,0.6,0.7,Lecce,it Serie A
Carl Johansson,se SWE,DF,30,5,4,365,0,0,0,0,0,0.0,0.3,Holstein Kiel,de Bundesliga
Ben Johnson,eng ENG,"DF,FW",25,16,9,929,0,1,0,3,0,0.4,0.6,Ipswich Town,eng Premier League
Brennan Johnson,wls WAL,FW,23,24,18,1672,9,2,9,4,0,9.2,1.6,Tottenham,eng Premier League
Karl-Johan Johnsson,se SWE,GK,35,3,3,270,0,0,0,0,0,0.0,0.0,Strasbourg,fr Ligue 1
Sam Johnstone,eng ENG,GK,31,7,7,630,0,0,0,0,0,0.0,0.0,Wolves,eng Premier League
Paul Joly,fr FRA,DF,24,17,8,762,0,1,0,3,1,0.4,1.1,Auxerre,fr Ligue 1
